,text,labels
10790, beste lead havent seen long,1
10791,slice treat,1
10792, bored ideas nice site,1
10793, tomato soup tastes like red peppers,1
10794, least ready mine talk viral tweets,1
10795,thats better miss 8 telling biggest loser,1
10796, one good bad ugly,1
10797,arch fcukkki missed gan must fill deetzsee tonight,0
10798,alright sorry think go anyways,0
10799, record john mayer breaking cool,1
10800,morning lovely day last,1
10801, cant believe find waydont ppl contact family first im sad it1,0
10802, bet,1
10803,im 20 believe ive tried im ginger reckless join face thats get bottle cancerfree,1
10804,thanks terrier,1
10805, banned elbow bleeding owice,0
10806,rainy season comes,1
10807,home sweet home didnt picnic blanket though,1
10808,mine older,1
10809, want candy,1
10810, nothing perfect life darn,0
10811, awake,1
10812,poooooooor sheeeep,0
10813,maybe could drill hole ol nap sorry couldnt resist,1
10814,omg please jonas brothers add extra date dublin november tried 2 get tickets dey sold,1
10815,well guess im heading lt weekend doubt ill get go px blog meet green,1
10816, welcome,1
10817,thanks follow man,1
10818,sold bikes faster expected running sizes lucky single speeds ocean ta en june,1
10819,hi hope everybody safe fun weekend,1
10820,sitting audi rzburg fashion week casting many lanka people one place almost 100 lol good luck everyone,1
10821, midnight hear shower calling technically twice one day since morning im green,1
10822,haha ia starting tweet kn city baru bertweeter jg,1
10823,im glad def needed pick drama free,1
10824, boys didnt finish ticos im eating happily,1
10825,www lol yh worth fly worth 2 desk,1
10826, good youre coming close love tour,1
10827,gor soo bored man dont think could get bored,0
10828,lol make cookie ill hit,0
10829,im huge fan take since baby yeah 6 months really feels like 5 months,1
10830, hope im something right influx reviews 1 year old fan fic telling love style writing,1
10831, 35 minutos split,1
10832,yeeeeeessss cant wait bad cant drink,0
10833,wants everyone know hes watch cipher,1
10834, wish could work opposed wit kids cup hardest job eva,0
10835,mint hoc ice cream whilst studyingnow thats good,1
10836, redshirt far small like much stop wearing,1
10837,im tarnishing nails babyblue,1
10838,back home palmdale bed tommy,1
10839, cant believe give reason,1
10840,finally back stupid holiday missing fit bar men though,0
10841, way home,1
10842, surprisingly good day time sleep hopefully sweet dreams await,1
10843, evidence conviction absolutely hilarious makes day every time,1
10844,coffee hand sun shining window hope everyone great monday morning far monday,1
10845, im strict diet gh feel like cheat one day ill throw everything,0
10846,hhh soo smart thanks schooling thoughts,1
10847,fun sun mmm hell cold,1
10848, 28 still havent club lots bars though dont think im missing much,0
10849,yeah going email call store luck,0
10850,good luck pump,1
10851, sitting taking little break trying recharge continue homework,1
10852,haha know cant anything weekend,0
10853, breaking love would happiest 13 year old girl alive replied,1
10854,bus stuck traffic gon na late,0
10855, heard one songs amazing voice stunned,1
10856,zelda fans panda zelda finnish cap want music taste zelda epic,1
10857, hate rain people,0
10858,europe bound,1
10859, waking path headache,0
10860, guest,1
10861,im giver life rewards takers gives make takers possible get appreciation get taken,0
10862,good morning tweets feeling wont overseeing grace around bounced head woke 7am,1
10863,yup ace film tho,1
10864,finished sewing night uploading pictures sidebar beach cant believe difficulties twitter,0
10865, keeps makingfun typos,1
10866, way see dio girl kathy smarter,1
10867,gh people fancy trips italy im saving away computer,0
10868,morning love breakfast wasnt stuck shop right getting maintenance done ride,1
10869,fun go another park invite ol,1
10870, wish could get twitter upload background,1
10871,wishes private jet go see ff times like ok oko really thinking carbon footprint,1
10872,pretty good friday night,1
10873, following wont let dm,1
10874,first year ages im going craft raft dont mind though dont even like craft raft,0
10875,arrgghhhggguuuiiissshhhh idea modern assignment burma cuba keep help,0
10876,oo never played thats good u like 2 play games females dont like,1
10877,ready crashed great day un night couldnt ask anything night,1
10878,happy birthday u happy birthday u happy birthday u happy birthday u happy birthday u many,1
10879,awe feel left,0
10880,yes boxing trainer although think cruise came hitting something w,0
10881, best befriend whole world mothers day present ambient klonopin quarter voodoo smh,1
10882,well gotham girl dont know else im sleepy gray,1
10883, gadget show today today better,1
10884,sorry cant go paintballing tonight good movies,0
10885,oh well great see canadian math trades getting bigger though,1
10886, done mothers daypeople day behind took mom starbucks enjoyed,1
10887,soon much work little time,0
10888,today something amazing happened fell love coupons,1
10889, best mothers day breakfast shopping lunch drinks chocolate galore,1
10890, st wednesday,1
10891,til next asian,1
10892,also check 2 wonderful causes need help,1
10893, checked diary clashes uswitchnet beers,1
10894,yeah id uploaded 20 pics positioned right poor gone could save,1
10895, got twitter account,1
10896,oh dear im sorry laughed,0
10897,simple recipe creamy spaghetti bacon corn mushrooms peppers,1
10898,omfglmaolassetti right bands look bad lmaz,1
10899,live nobody,1
10900,ooh really haha said anything yet ill suggest idea twitter wanthavent already,1
10901, already 1 year till wwc 2010 know,1
10902, dont want come dont come jeeeeez,0
10903,paul canton sharing gods word morning hes sounding bit horse perhaps touch cold wont hold pastor back,1
10904, im fully awake,1
10905,depechemode concert next week cancelled alternative date known yet dave tumor,0
10906,nice funalthough cant fun lol,1
10907,tried nokia vi music store nokia music currently support mozilla firefox mac x browser operating system,1
10908,oh night night,1
10909, means lil boy ever lil girl everyone loved,1
10910,hhh hm dont want screw mine,1
10911,aw sure thing thoughts prayers,1
10912, looking forward spending time mom today,1
10913, film didnt come camera broken lamesauce,0
10914,buthesmine told couple weeks ago didnt find guys hot apart ones,0
10915,feeling sick stomach today,0
10916, fk texas soon,1
10917,happy mothers day mothers especially mine enjoy ya day mothers,1
10918,football session thesun,1
10919, great friends mine ill let know playing next come along whatever like,1
10920, listening darren hayes spin talkin wacky friend whos going insane aint tired im messed bout things,0
10921,good moving gon na take shower fix hair im going,1
10922, wan na say happy mothers day commas,1
10923, hat cool looks like fun day love used word cricket,1
10924,like name kind get,1
10925,always3 okay well thank beautiful,1
10926,already index finger left hand still bleeding hurts pretty bad hate clumsy,0
10927,happy mothers day twitter moms including,1
10928, cockermouth 845 tomorrow morning jesus christ want sleep,1
10929,nobody better wwwtraveljunkycom even half good,0
10930, mean im figuring work,1
10931, bday weekend already headed southmight drive atl tonight,0
10932, spent 3 hours sitting sun picnic lunch ice cream win bq today,1
10933,ive added new icon feedicon database fun,1
10934,wants go vintage paper show one accompany,0
10935, adventure un 5 yr old 8 mo old brave hope great time,1
10936,going workout win fun,1
10937,followed bro vet,1
10938, face mask,1
10939,nice one,1
10940, know text 40404 till go twitter set settings fb posts text 32665,1
10941,yeah guess sound bit odd cause hes saying really quickly,1
10942,ran aaaaaaaaaahhhhhhhh im gon na melt cold breaking cold brrrrrr,0
10943, wish knew trying figure something,1
10944, must insist write essays twitter way 140 characters,1
10945,boopboopboop still talking ashley brittany ive talking ashley forever convoy still goes places awesome,1
10946,jake thomas looks precious hate say see white light every ghost whispers show,1
10947,happy star wars day ohhhhnow get may 4th love monday sorry starwarsday,1
10948,back last lec lot question marks head thank god tips able pull tru,1
10949, dont iphone maybe next week,1
10950, time,1
10951, bt gamer like 2 years made attempt lol yea luv f1 extent,1
10952,yahoo thanks mention others,1
10953,hey twitter,1
10954, nothing wk go home go look bathing suits bah humour lol,1
10955,im still thank praying ahahaha im watching britney record school today good day,1
10956,girl bummermail came package didnt,0
10957, sounds pretty sweet must loving yeah man sounds cool keen,1
10958, thursday really necessary u ever heard school horrible sums,0
10959,apparently good brazilians tho,0
10960,yep lost bet chris,0
10961, lumberjack,1
10962,ive missed one year forbidden fruit trees garden much disappointment one,0
10963,kennedy injured aw monday yes got serious muscle issue back broken wrist,0
10964,hypnotic oh thought lost appreciate,1
10965,horrible dreams last night also one employedsigh,1
10966,feeling bad didnt get see,0
10967,proper cba,1
10968,need get intel based mac 1st impacts dual core vs quad choice latter probably better virtualization,1
10969,thanks follow family photo beautiful happy mothers day wife,1
10970, closing sale look good,0
10971,im ya one girl,1
10972,feel pain hayfever forgot take mine yesterday,0
10973,knee saturday cool friend job different position let know town miss u,0
